ARG,ErmC,TEM-104,TEM-135,TEM-34,catA1,farA,farB,macA,macB,mtrA,mtrC,mtrD,mtrE,tet(M)
485_4383,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_4384,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4385,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4386,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4387,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4389,0,0,0,0,0,1,0,1,1,1,0,0,1,1
485_4391,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4392,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4393,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4394,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4395,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4396,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4397,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4398,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4399,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_44,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_440,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4401,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_4402,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_4403,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_4404,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4405,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_4406,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4407,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4408,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4409,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_441,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4411,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_4412,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4413,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4414,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_4415,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4416,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4417,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4418,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4419,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_442,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4421,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4422,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4423,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4424,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4425,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4426,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4427,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_4428,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4429,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_443,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4431,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4432,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4433,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4434,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4435,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_4436,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4437,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4438,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4439,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4441,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4443,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4444,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4445,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4446,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4447,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4448,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4449,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4451,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4452,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4453,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4454,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4455,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4456,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4457,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4458,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4459,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_446,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4461,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4462,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4463,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4464,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_4465,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_4466,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_4467,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4468,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4469,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_447,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4471,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4472,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4473,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4474,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4475,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4476,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4477,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4478,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4479,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_448,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4481,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4482,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4483,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4484,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4485,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4486,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4487,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_4488,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4489,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_449,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4491,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4492,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4493,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_450,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4501,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4502,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_4504,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_453,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_458,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_460,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_461,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_464,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_466,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_467,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_470,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_471,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_472,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_473,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_474,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_475,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4757,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4758,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4759,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_476,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4760,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4761,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4762,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4763,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4764,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4765,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4766,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4767,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4768,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4769,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_477,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4770,0,0,0,0,0,1,0,1,1,1,1,1,1,0
485_4771,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4772,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4773,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4774,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4775,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4776,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4777,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4778,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4779,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_478,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4780,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4781,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4782,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4783,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4784,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4785,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4786,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4787,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4788,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4789,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4790,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4791,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4792,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4793,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4794,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4795,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4796,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4797,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_4798,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4799,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4800,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4801,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4802,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4803,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4804,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4805,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4806,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4807,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4808,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4809,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4810,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4811,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4812,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4813,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4814,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4815,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4816,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_4817,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4818,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4819,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4820,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_4821,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4822,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4823,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4824,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4825,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4826,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_4827,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4828,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4829,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_483,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4830,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4831,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4832,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4833,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4834,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4835,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4836,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4837,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4838,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4839,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4840,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4841,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4842,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_4843,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_4844,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4845,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4846,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4847,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4848,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4849,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4850,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4851,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4852,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4853,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4854,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4855,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4856,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4857,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4858,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4859,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_486,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4860,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4861,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4862,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4863,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4864,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4865,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4866,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4867,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4868,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4869,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_487,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4870,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4871,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4872,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4873,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4874,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4875,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4876,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4877,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4878,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4879,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_488,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4880,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4881,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4882,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4883,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4884,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4885,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4886,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4887,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4888,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4889,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4890,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4892,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4893,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4894,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4895,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4896,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4897,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4899,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4900,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4901,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4903,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4904,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4906,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4907,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4908,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4909,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4910,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4912,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4917,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4919,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4920,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4927,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4928,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4929,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4930,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4931,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4932,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4933,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4936,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4937,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4938,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_494,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4942,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4943,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4944,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4947,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4949,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_495,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4951,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4952,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4954,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4959,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_496,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4960,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4962,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_4963,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_4964,0,0,0,1,0,1,0,1,1,1,0,0,1,0
485_4965,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4966,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_4967,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4968,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4969,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_497,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4970,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4971,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_4972,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4973,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4974,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4975,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4976,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4977,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4978,0,0,1,0,0,1,0,1,1,1,0,1,1,1
485_4979,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_498,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4980,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4981,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4982,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4983,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4984,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4985,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_4986,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4987,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_4988,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4989,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4990,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_4991,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_4992,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4993,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4994,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4995,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4996,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4997,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_4998,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_4999,0,0,1,0,0,1,0,1,1,1,0,1,0,0
485_500,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5000,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_5001,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_5002,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5003,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5004,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5005,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5006,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5007,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_5008,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5009,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_5010,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5011,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_5012,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5013,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5014,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5015,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_5016,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_5017,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5018,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_5019,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_502,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5020,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5021,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_5022,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5023,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5024,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5025,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5026,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_5027,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5028,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5029,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_5030,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_5031,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_5032,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5033,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5034,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_5035,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5036,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5037,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5038,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_5039,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_5040,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5041,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_5042,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5043,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_5044,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_5046,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5047,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5048,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_5049,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_5050,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_5051,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_5052,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5053,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5054,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5055,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5056,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_5057,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5058,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_5059,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_506,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5060,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5061,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5062,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_5063,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5064,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5065,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5066,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5067,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5068,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5069,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_507,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_5070,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_5071,0,0,0,0,0,1,0,1,1,1,0,1,1,0
