ARG,AAC(2')-Ic,CfxA,Erm(37),PC1_blaZ,Rv1877,Rv2856,TEM-116,blaC,efpA,mfpA,msrA,patB,vgaA
1448403_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448404_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448405_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448406_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448407_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448409_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448410_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448411_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448412_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448414_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448417_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448421_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448426_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448427_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448428_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448430_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448431_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448432_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448433_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448434_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448435_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448436_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448437_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448439_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448440_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448442_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448443_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448445_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448446_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448447_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448448_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448449_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448450_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448452_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448453_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448454_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448455_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448456_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448458_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448459_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448460_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448461_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448462_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448463_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448464_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448465_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448467_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448468_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448469_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448470_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448471_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448472_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448473_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448474_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448475_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448476_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448477_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448478_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448479_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448480_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448481_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448482_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448483_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448484_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448485_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448488_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448490_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448491_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448492_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448495_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448497_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448498_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448501_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448505_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448506_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448508_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448509_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448512_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448513_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448514_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448516_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448517_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448519_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448522_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448523_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448524_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448526_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448527_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448529_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448530_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448532_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448533_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448534_4,1,0,1,0,1,1,0,1,1,1,0,0,0
1448535_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448537_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448538_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448544_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448545_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448546_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448547_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448548_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448550_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448551_3,1,0,1,0,0,1,0,1,1,1,0,0,0
1448552_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448554_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448555_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448559_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448561_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448562_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448563_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448564_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448565_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448566_4,1,0,1,0,1,1,0,1,1,1,0,0,0
1448567_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448568_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448569_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448570_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448572_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448573_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448574_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448575_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448576_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448577_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448579_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448580_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448582_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448584_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448585_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448587_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448588_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448589_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448590_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448591_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448592_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448593_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448594_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448595_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448596_3,1,0,1,0,0,1,0,1,1,1,0,0,0
1448597_3,1,0,1,0,1,1,0,1,1,0,0,0,0
1448598_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448599_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448600_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448601_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448602_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448606_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448607_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448609_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448610_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448611_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448612_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448613_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448614_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448615_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448616_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448617_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448618_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448619_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448620_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448621_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448622_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448623_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448624_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448625_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448626_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448627_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448628_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448629_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448630_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448631_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448632_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448633_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448634_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448635_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448636_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448637_7,1,0,1,0,1,1,0,1,1,1,0,0,0
1448638_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448639_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448640_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448641_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448642_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448643_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448644_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448645_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448646_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448647_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448648_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448649_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448650_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448651_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448652_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448653_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448654_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448655_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448656_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448657_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448659_3,0,0,1,0,1,1,0,1,1,1,0,0,0
1448660_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448661_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448662_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448663_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448664_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448665_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448666_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448667_3,0,0,1,0,1,1,0,1,1,1,0,0,0
1448668_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448669_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448670_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448671_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448672_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448673_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448674_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448675_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448676_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448677_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448678_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448679_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448680_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448681_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448682_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448683_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448684_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448685_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448686_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448687_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448688_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448689_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448690_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448691_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448692_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448693_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448694_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448695_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448696_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448697_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448698_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448699_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448700_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448701_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448702_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448703_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448704_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448705_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448706_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448707_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448708_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448709_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448710_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448711_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448712_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448713_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448714_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448715_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448716_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448717_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448718_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448719_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448720_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448721_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448722_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448723_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448724_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448725_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448726_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448727_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448728_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448729_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448730_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448731_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448732_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448733_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448734_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448735_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448736_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448737_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448738_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448739_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448740_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448742_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448743_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448744_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448745_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448746_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448747_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448748_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448749_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448750_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448751_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448752_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448753_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448754_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448755_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448756_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448757_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448758_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448759_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448760_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448761_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448762_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448763_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448764_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448765_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448766_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448767_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448768_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448769_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448770_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448771_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448772_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448773_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448774_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448775_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448776_3,1,0,1,0,0,1,0,1,1,1,0,0,0
1448777_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448778_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448779_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448780_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448781_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448783_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448784_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448785_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448786_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448787_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448788_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448789_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448790_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448791_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448792_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448794_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448795_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448796_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448797_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448798_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448799_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448800_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448801_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448802_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448803_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448804_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448805_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448806_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448807_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448808_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448810_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448811_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448812_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448813_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448814_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448815_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448816_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448817_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448818_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448819_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448821_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448822_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448823_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448824_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448825_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448826_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448827_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448828_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448829_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448830_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448831_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448833_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448834_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448835_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448836_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448837_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448838_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455263_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455264_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455266_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455268_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455269_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455270_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455272_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455273_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455274_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455275_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455276_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455278_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455283_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455284_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455285_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455286_3,1,0,1,0,1,1,0,1,0,1,0,0,0
1455287_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455288_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455289_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455290_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455291_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455292_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455293_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455294_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455295_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455302_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455305_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455307_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455308_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455311_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1455312_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1652,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1672,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1675,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1688,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1707,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1734,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1742,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1820,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1821,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1822,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1824,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1825,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1826,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1827,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1828,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1829,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1830,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1831,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1832,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1833,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1834,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1835,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1837,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1839,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1840,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1841,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1842,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1843,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1844,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1845,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1846,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1847,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1849,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1850,1,0,1,0,1,1,0,1,1,1,0,0,0
1733_1851,1,0,1,0,1,1,0,1,1,1,0,0,0
